cement,slag,fly_ash,water,superplasticizer,coarse_agg,fine_agg,age,strength,w_c_ratio,binder,w_b_ratio
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,3,13.12,0.7498011137629276,369.7,0.5098728698945091
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,14,24.43,0.7498011137629276,369.7,0.5098728698945091
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,28,32.66,0.7498011137629276,369.7,0.5098728698945091
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,56,36.64,0.7498011137629276,369.7,0.5098728698945091
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,100,44.21,0.7498011137629276,369.7,0.5098728698945091
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,3,13.62,0.9349503858875413,348.4,0.486796785304248
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,14,21.6,0.9349503858875413,348.4,0.486796785304248
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,28,27.77,0.9349503858875413,348.4,0.486796785304248
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,56,35.57,0.9349503858875413,348.4,0.486796785304248
181.4,0.0,167.0,169.6,7.6,1055.6,777.8,100,45.37,0.9349503858875413,348.4,0.486796785304248
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,3,7.32,0.9351648351648351,349.2,0.48739977090492553
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,14,21.5,0.9351648351648351,349.2,0.48739977090492553
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,28,31.27,0.9351648351648351,349.2,0.48739977090492553
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,56,43.5,0.9351648351648351,349.2,0.48739977090492553
182.0,45.2,122.0,170.2,8.2,1059.4,780.7,100,48.67,0.9351648351648351,349.2,0.48739977090492553
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,3,7.4,0.9372409709887508,335.40000000000003,0.4719737626714371
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,14,23.51,0.9372409709887508,335.40000000000003,0.4719737626714371
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,28,31.12,0.9372409709887508,335.40000000000003,0.4719737626714371
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,56,39.15,0.9372409709887508,335.40000000000003,0.4719737626714371
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,100,48.15,0.9372409709887508,335.40000000000003,0.4719737626714371
290.4,0.0,96.2,168.1,9.4,961.2,865.0,3,22.5,0.5788567493112948,386.59999999999997,0.4348163476461459
290.4,0.0,96.2,168.1,9.4,961.2,865.0,14,34.67,0.5788567493112948,386.59999999999997,0.4348163476461459
290.4,0.0,96.2,168.1,9.4,961.2,865.0,28,34.74,0.5788567493112948,386.59999999999997,0.4348163476461459
290.4,0.0,96.2,168.1,9.4,961.2,865.0,56,45.08,0.5788567493112948,386.59999999999997,0.4348163476461459
290.4,0.0,96.2,168.1,9.4,961.2,865.0,100,48.97,0.5788567493112948,386.59999999999997,0.4348163476461459
277.1,0.0,97.4,160.6,11.8,973.9,875.6,3,23.14,0.5795741609527246,374.5,0.4288384512683578
277.1,0.0,97.4,160.6,11.8,973.9,875.6,14,41.89,0.5795741609527246,374.5,0.4288384512683578
277.1,0.0,97.4,160.6,11.8,973.9,875.6,28,48.28,0.5795741609527246,374.5,0.4288384512683578
277.1,0.0,97.4,160.6,11.8,973.9,875.6,56,51.04,0.5795741609527246,374.5,0.4288384512683578
277.1,0.0,97.4,160.6,11.8,973.9,875.6,100,55.64,0.5795741609527246,374.5,0.4288384512683578
295.7,0.0,95.6,171.5,8.9,955.1,859.2,3,22.95,0.579979709164694,391.29999999999995,0.4382826475849732
295.7,0.0,95.6,171.5,8.9,955.1,859.2,14,35.23,0.579979709164694,391.29999999999995,0.4382826475849732
295.7,0.0,95.6,171.5,8.9,955.1,859.2,28,39.94,0.579979709164694,391.29999999999995,0.4382826475849732
295.7,0.0,95.6,171.5,8.9,955.1,859.2,56,48.72,0.579979709164694,391.29999999999995,0.4382826475849732
295.7,0.0,95.6,171.5,8.9,955.1,859.2,100,52.04,0.579979709164694,391.29999999999995,0.4382826475849732
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,3,21.02,0.58022239872915,351.70000000000005,0.41541086152971274
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,14,33.36,0.58022239872915,351.70000000000005,0.41541086152971274
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,28,33.94,0.58022239872915,351.70000000000005,0.41541086152971274
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,56,44.14,0.58022239872915,351.70000000000005,0.41541086152971274
251.8,0.0,99.9,146.1,12.4,1006.0,899.8,100,45.37,0.58022239872915,351.70000000000005,0.41541086152971274
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,0.6346848655158571,347.9,0.45444093130209834
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,0.6346848655158571,347.9,0.45444093130209834
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,0.6346848655158571,347.9,0.45444093130209834
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,0.6346848655158571,347.9,0.45444093130209834
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,0.6346848655158571,347.9,0.45444093130209834
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,0.5798652397938961,351.1,0.4166904015949872
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,0.5798652397938961,351.1,0.4166904015949872
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,0.5798652397938961,351.1,0.4166904015949872
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,0.5798652397938961,351.1,0.4166904015949872
252.3,0.0,98.8,146.3,14.2,987.8,889.0,100,60.95,0.5798652397938961,351.1,0.4166904015949872
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,0.5806320907617504,371.9,0.38531863404140904
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,0.5806320907617504,371.9,0.38531863404140904
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,0.5806320907617504,371.9,0.38531863404140904
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,60.32,0.5806320907617504,371.9,0.38531863404140904
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,0.5806320907617504,371.9,0.38531863404140904
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,0.5797891675754271,396.5,0.40226986128625475
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,0.5797891675754271,396.5,0.40226986128625475
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,0.5797891675754271,396.5,0.40226986128625475
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,0.5797891675754271,396.5,0.40226986128625475
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,100,58.61,0.5797891675754271,396.5,0.40226986128625475
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,3,21.91,0.588156123822342,414.7,0.42150952495780086
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,0.588156123822342,414.7,0.42150952495780086
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,0.588156123822342,414.7,0.42150952495780086
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,0.588156123822342,414.7,0.42150952495780086
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,100,56.74,0.588156123822342,414.7,0.42150952495780086
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,0.724379971923257,388.4,0.3985581874356334
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,0.724379971923257,388.4,0.3985581874356334
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,0.724379971923257,388.4,0.3985581874356334
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,0.724379971923257,388.4,0.3985581874356334
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,0.724379971923257,388.4,0.3985581874356334
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,0.7241217798594848,387.7,0.39876192932679905
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,14,33.7,0.7241217798594848,387.7,0.39876192932679905
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,0.7241217798594848,387.7,0.39876192932679905
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,0.7241217798594848,387.7,0.39876192932679905
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,0.7241217798594848,387.7,0.39876192932679905
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,0.5797258297258298,399.5,0.402252816020025
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,0.5797258297258298,399.5,0.402252816020025
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,0.5797258297258298,399.5,0.402252816020025
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,0.5797258297258298,399.5,0.402252816020025
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,0.5797258297258298,399.5,0.402252816020025
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,0.6452795600366636,396.6,0.35501765002521435
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,0.6452795600366636,396.6,0.35501765002521435
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,28,55.51,0.6452795600366636,396.6,0.35501765002521435
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,0.6452795600366636,396.6,0.35501765002521435
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,0.6452795600366636,396.6,0.35501765002521435
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,0.7240577012563982,390.6,0.39836149513568864
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,0.7240577012563982,390.6,0.39836149513568864
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,0.7240577012563982,390.6,0.39836149513568864
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,0.7240577012563982,390.6,0.39836149513568864
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,0.7240577012563982,390.6,0.39836149513568864
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,0.7240749200548195,343.0,0.4620991253644315
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,0.7240749200548195,343.0,0.4620991253644315
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,28,30.22,0.7240749200548195,343.0,0.4620991253644315
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,0.7240749200548195,343.0,0.4620991253644315
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,100,46.23,0.7240749200548195,343.0,0.4620991253644315
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,0.5707446808510638,376.0,0.5707446808510638
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,0.5707446808510638,376.0,0.5707446808510638
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,0.5707446808510638,376.0,0.5707446808510638
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,0.5707446808510638,376.0,0.5707446808510638
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,0.5707446808510638,376.0,0.5707446808510638
500.0,0.0,0.0,140.0,4.0,966.0,853.0,28,67.57,0.28,500.0,0.28
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,0.29894736842105263,534.0,0.26591760299625467
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,0.4603174603174603,452.0,0.32079646017699115
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,0.38613861386138615,565.0,0.34513274336283184
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,0.36585365853658536,451.0,0.36585365853658536
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,0.313953488372093,516.0,0.313953488372093
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,0.3269230769230769,520.0,0.3269230769230769
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,0.3503787878787879,528.0,0.3503787878787879
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,0.33653846153846156,520.0,0.33653846153846156
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,0.4103896103896104,521.0,0.30326295585412666
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,0.3999200159968006,500.1,0.3999200159968006
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,0.44434570095534326,500.1,0.3999200159968006
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,0.42065491183879095,572.2,0.2918559944075498
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,0.5015015015015015,513.5,0.3252190847127556
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,0.5658682634730539,509.6,0.37087912087912084
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,0.43209876543209874,405.0,0.43209876543209874
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,0.95,400.0,0.475
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,0.313953488372093,516.0,0.313953488372093
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,1.2689655172413794,380.0,0.4842105263157895
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,1.1375,410.0,0.44390243902439025
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,0.8076923076923077,390.0,0.4846153846153846
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,0.636,525.0,0.3028571428571429
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,28,58.52,0.3410526315789474,475.0,0.3410526315789474
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,0.5719298245614035,475.0,0.3431578947368421
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,0.449438202247191,475.0,0.3368421052631579
275.0,180.0,120.0,162.0,10.4,830.0,765.0,28,76.24,0.5890909090909091,575.0,0.2817391304347826
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,0.302,500.0,0.302
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,0.9927272727272728,308.6,0.5307841866493843
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,3,19.42,1.0612121212121213,425.6,0.41141917293233077
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,1.0106741573033708,426.4,0.42190431519699817
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,1.0483870967741935,425.9,0.41206856069499886
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,3,21.29,0.9095127610208817,358.4,0.43750000000000006
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,0.94985590778098,397.1,0.41500881390078065
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,0.9820359281437125,409.4,0.4005862237420616
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,0.9913693901035673,427.1,0.403418403184266
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,0.8754598003152916,315.5,0.5280507131537242
250.0,0.0,95.7,191.8,5.3,948.9,857.2,3,8.49,0.7672,345.7,0.5548163147237489
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,0.7456674473067915,387.7,0.41062677327830793
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,0.8741653826399589,295.2,0.5765582655826558
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,0.7673031026252983,369.7,0.5217744116851502
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,0.9927272727272728,308.6,0.5307841866493843
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,1.0612121212121213,425.6,0.41141917293233077
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,1.0106741573033708,426.4,0.42190431519699817
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,1.0483870967741935,425.9,0.41206856069499886
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,14,29.75,0.9095127610208817,358.4,0.43750000000000006
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,0.94985590778098,397.1,0.41500881390078065
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,0.9820359281437125,409.4,0.4005862237420616
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,0.9913693901035673,427.1,0.403418403184266
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,0.8754598003152916,315.5,0.5280507131537242
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,0.7672,345.7,0.5548163147237489
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,0.7456674473067915,387.7,0.41062677327830793
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,0.8741653826399589,295.2,0.5765582655826558
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,0.7673031026252983,369.7,0.5217744116851502
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,0.9927272727272728,308.6,0.5307841866493843
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,28,46.39,1.0612121212121213,425.6,0.41141917293233077
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,1.0106741573033708,426.4,0.42190431519699817
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,1.0483870967741935,425.9,0.41206856069499886
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,0.9095127610208817,358.4,0.43750000000000006
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,0.94985590778098,397.1,0.41500881390078065
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,0.9820359281437125,409.4,0.4005862237420616
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,0.9913693901035673,427.1,0.403418403184266
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,28,24.85,0.8754598003152916,315.5,0.5280507131537242
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,0.7672,345.7,0.5548163147237489
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,0.7456674473067915,387.7,0.41062677327830793
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,0.8741653826399589,295.2,0.5765582655826558
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,0.7673031026252983,369.7,0.5217744116851502
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,0.9927272727272728,308.6,0.5307841866493843
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,1.0612121212121213,425.6,0.41141917293233077
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,1.0106741573033708,426.4,0.42190431519699817
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,1.0483870967741935,425.9,0.41206856069499886
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,0.9095127610208817,358.4,0.43750000000000006
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,0.94985590778098,397.1,0.41500881390078065
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,0.9820359281437125,409.4,0.4005862237420616
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,0.9913693901035673,427.1,0.403418403184266
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,0.8754598003152916,315.5,0.5280507131537242
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,0.7672,345.7,0.5548163147237489
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,0.7456674473067915,387.7,0.41062677327830793
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,0.8741653826399589,295.2,0.5765582655826558
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,0.7673031026252983,369.7,0.5217744116851502
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,0.9927272727272728,308.6,0.5307841866493843
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,1.0612121212121213,425.6,0.41141917293233077
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,1.0106741573033708,426.4,0.42190431519699817
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,100,53.66,1.0483870967741935,425.9,0.41206856069499886
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,0.9095127610208817,358.4,0.43750000000000006
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,0.94985590778098,397.1,0.41500881390078065
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,0.9820359281437125,409.4,0.4005862237420616
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,0.9913693901035673,427.1,0.403418403184266
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,100,33.56,0.8754598003152916,315.5,0.5280507131537242
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,0.7672,345.7,0.5548163147237489
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,0.7456674473067915,387.7,0.41062677327830793
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,0.8741653826399589,295.2,0.5765582655826558
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,0.7673031026252983,369.7,0.5217744116851502
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,57.03,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,23.35,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,52.01,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,0.3632286995515695,549.0,0.29508196721311475
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,0.3632286995515695,549.0,0.29508196721311475
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,14.3,938.0,845.0,3,22.75,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,11.6,938.0,845.0,3,34.77,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,13.9,938.0,845.0,56,47.97,0.40568475452196384,501.0,0.313373253493014
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46,0.40568475452196384,501.0,0.313373253493014
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,0.4084507042253521,471.0,0.3078556263269639
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,0.4084507042253521,471.0,0.3078556263269639
491.0,26.0,123.0,210.0,3.9,882.0,699.0,28,55.55,0.42769857433808556,640.0,0.328125
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,0.4093686354378819,640.0,0.3140625
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,0.42769857433808556,640.0,0.328125
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,0.42769857433808556,640.0,0.328125
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,0.42769857433808556,640.0,0.328125
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,0.4093686354378819,640.0,0.3140625
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92,0.4093686354378819,640.0,0.3140625
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,0.4093686354378819,640.0,0.3140625
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,0.419811320754717,578.0,0.3079584775086505
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,0.419811320754717,578.0,0.3079584775086505
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,0.39622641509433965,578.0,0.2906574394463668
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0,0.419811320754717,578.0,0.3079584775086505
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,0.419811320754717,578.0,0.3079584775086505
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11,0.39622641509433965,578.0,0.2906574394463668
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29,0.39622641509433965,578.0,0.2906574394463668
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,0.39622641509433965,578.0,0.2906574394463668
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97,1.0198019801980198,354.0,0.5819209039548022
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85,1.0198019801980198,354.0,0.5819209039548022
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07,1.0198019801980198,354.0,0.5819209039548022
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,1.0198019801980198,354.0,0.5819209039548022
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,0.6302816901408451,440.0,0.4068181818181818
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,13.4,0.6302816901408451,440.0,0.4068181818181818
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13,0.6302816901408451,440.0,0.4068181818181818
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,0.6302816901408451,440.0,0.4068181818181818
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94,0.42896935933147634,519.0,0.29672447013487474
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49,0.42896935933147634,519.0,0.29672447013487474
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12,0.42896935933147634,519.0,0.29672447013487474
